class,tweet
1,capodaasshol yea come back big rod someth hoe
1,captelliott nfn bitch much
1, im hollywood nig u brought twitter n bounc
1, young nigga turn mr catchmeifyoucanim da field nig wedaopp fukemwebal
1, real nigga tho bitch know place
1, weeknd dont save hoe b idunno bout drake
1, weeknd make muzik hoe b im tryna meet women talkin bout
0, styl gotta get dem tweet nig
1,carlafinch say im stubborn son bitch
2,carlavanderwa jaymaroley amp al je syri tweet volg partisangirl maar zij komt er vandaan amp zal je preci uitleggen hoe wat
1,carolinepo bitch im  didnt follow hahaha
1,carolinepo haha dont rememb follow ok get panni bunch cunt
2,carxlito  case still trash idgaf anymor
1,cashhaddict damn want buy bitch shit tough
1, know bro nigga seen  african play guard handl hoe
1, lebron brought bitch knee chill
1, hoe
2,catholicmomva nealdew would crippl militari 
1,caymariee bitch
1,caymariee bitch im come said make plan 
1,caymariee bitch im talm bout like  
1,caymariee bitch ion got attitud  sorri hoe im shade rn
1,caymariee bitch either bye 
1,caymariee bitch still subtweet repli though 
1,caymariee oh bitch couldnt answer mine need paccag deliv hous  fucc 
1,caymariee omg bitch go sleep coincid huh  
2,cayjen didnt think knew bird couldnt tame cajuncharm
1,cdashray shes wear shirt bitch
2,ceallaighain oh sorri hun suck hope heal fast 
1,ceencrumpet self low black bitch
1,ceeross negro pleasei got job lmao
1,ceeross shoulda told yeah take home pussi lol
1, bitch bye cant get
1, bitch drunk nah
1, almost ya fuck birthday act right niglet
2, yellow fin edgewat
2, yellow fin
1, fvtboy jaimescudi angelsoswavey would bitch said yea never told stay
2,cellnbuu ewwww nip def perfect
1, thebrianmo brought first allus shes hoe chelseaelisa 
1,cesarkgarcia text niggah
1,  yes becaus want fat fat bitch wife
2,chaldeancuti realli rileyaintshit killsheredon childishcudl nude trash
0, fuck outta go put trash ass ink faggot ass self pussi
0, stay talk defend fuckboy ass boyfriend go suck faggot
2,chancelloriv naw bryan said trash hotel stay somewher els
0,chandailbailey steezeyflow hunturpl need accept fact hipster faggot
1,chandailbailey way delet tweet stanki bitch
1,channnteeel pussi
0, gay stfu dumb monkey
2,charlesbwaffl oh cool though might browni lol
1,charlesbwaffl bitch need guidanc
2,  revkahjc cantucimblond kacado  hi charli
2, hi charli great day
2,charliedaniel come charli govern tri protect desert tortois atleast barack obama say
1,charlseykay homee fag
1,chasebasford justinbieb  bitch
0,chasebasford chase god damn faggot 
1,chasemanhatttan becom retard
0,checha gone nigguh
2,checkmylingo kingpinterror ima get everi time throw trash away realli belong 
0, greyyygoos faaaaggggottttt speak blond hair confus hypocrit cuz faggot
1,chefboyrnach vegeta super hoe snack goni someth fierc dure buu saga wow
1,cheyennedoan caus hes faggot
1, dunleavi cracker ass honki
2,chickencoleman mccoy wasnt trash td
1,chiefkeef fucc droppin song yu gon drop mixtap nicca
1, damn thot block ur fuzzi butt  virleehol   waynebogda 
2, chink better rug rat run around yah crib girl enjoy life lol
0, shut chink
1,chokmahmakob ok billi goat hair hillbilli
1,chokmahmakob said good bye dumb bitch snd said okwhat white devilsi noth vampir lover blood
1,chrisheben motherfuckin bullshit slingin son whore disgrac vet ur crap go pussi land u belong
1,chrismcdowel dont bitch
1,chrismcdowel pussi ass nigga
1,chrispowellswag cblaze  dawson nicki hickman delet fake account stop bitch
1, thorsyndirgard peta right pussi
2,chrissfmori gun sale skyrocket gun crime fallen sharplyani claim contrari use fuzzi math
2,christrondsen   would rather drink squirrel pee johnni depp wig charli chocol factori
0,chrisanzueto  call someon faggot say kill themselv pathet human fuck disgrac
0,christianesem dont know talk retard faggot
1,christymack fug bitch john dump ur ratchet ass
1,christymack ugli flat chest prude ass white bitch
1,chrisworldpeac guess make us black doubl nigger huh
1,chykalet naw u retard kinfolk lol
1,cinwick call sweet baboo ho
1,ciscoallday btw dont ever bring past hoe wit yo ol ladi took l hs tryna semi honest smh
1,ciscoallday whi hoe know  dude hit kim  hoe week
1,citygirlmo  rememb play plaquemin amp kept call whole team gay amp lydia said ill turn hoe fwm 
2, wasnt say yes kannon ghetto know like u look dumb
1,clicquotsuav would dead upper cut bitch
1,clicquotsuav maa mermaid sharkett pussi
1,clicquotsuav nigga pussi smell like
2,clicquotsuav new nip drop today rii
1,clutchact cmon pussi
0, true miss yall man yall brother mikey start chink lmfao
2,cogitoergobibo pensk run  nascar yellow sponsor alreadi wouldmakealottasens
2,cokamoschiach defens trash hes rock jesus soto karass diego chave
1,cokefuckedyou im bitch insomnia shit bed sinc midnight
2, waco ghetto hahaha wait til go pick nat austin tomorrow
1, someon sent month ago bitch
1,coleyce campaignpapi theycallmeshay lmaooo coley whammm add swerve bitch
1,coleyce xpricelesslmaoo bitch dat low blow
1,coleyce bitch dat yo sahara desert ass
1,coleyce bitch look white u
1,coleyce bitch kill yo self
1,coleyce bitch stop takin shit ooo hate u u dumb bitch
1,coleyce bitch watch tf u moos meat
1,coleyce didnt say thought u told delet delet bitch
1,coleyce fuck u u dumb ass bitch hoe
1,coleyce lol bitch u forcin glass water bitch u lil thirsti puss thang
1,coleyce bad bitch ayee 
1,coleyce yes bitch realiz dat
1,collinbrennan damn son mayb didnt know ya piec tryna get pussi breh
1,commongaytweet nigga byeeeee lmfao ill dam fag stole girl
2,complexmag didnt know whitetear blue yellow lessonoftheday
1,conmanbo lastgreatstandand major leagu bitch
2,conanobrien dat one ugli anim da monkey ador
1,conradmlg im goin expect get slept faggot
1,coolstoryisaac hahaha thank bitch 
1,coolstoryisaac thisti hoe
1, bitch phone gonna die serious got hot pocket
1,coreyroyalti hoe
1, damn bro  trash lol
1,coronadior found u fuck cock hard love drip pussi
1, god wrote em think coon
1, hell idk pussi better golden
1, lmaoooo aye peopl person know lil rico got hoe hahaha
1,countryredbell thought youd get hint know fake cunt delet fake account
0,crackerjhak becaus fag
1,crackerboyi hoe realli
1,creolebabybritt blurbett thepbg guy think slang around bitch without offens appar
1,creolebabybritt dont make draw like one franch bitch heffa
2, miss tupac rap hillbilli
1,crowefashow caus load pussi get right
2,cruzanchokl look yellow fever
1,cryystalina cuz peopl work bitch shit talker yeah dude need girl night 
1,cryystalina haha yes niggah yesterday night idk man hit night like around  morn didnt go sleep till like 
1, see bro pussi chang 
0, wetback 
1, yeah bitch hit get friend zone brodi 
1, yeah right pussi 
1, elchavaloko cafebabybul hes cheat wetback
1, saucygyro coffeemanelliot call kidd pussi someth
1, couldnt find regular one faggot
1,cuckoldcock molotovhowdi like yo page want make da lovin white girl wit color man watchin pullin weeni
1,cuffnoslut cdfu bitch fri
1,cuner make pussi make stupid internet threat child idk probabl deserv
1,cutecioth xoshelbi go buy bitch
1,cuteemerg shown tini kitten dumb fuck cunt
1,cyberobama ereiev plot twist faggot
1, brother tf negro
1,devinthedud readi make stat test bitch
2,dhsjournal run cp communiti local cop treat ppl like trash hate make ppl think wast
2,directv whi show yanke game arizona promo washington huski game bet dish would want busi
1,djsuggablack peopl shit get shot like peopl hate dodg bullet karma bitch
1,djworkmann bigmoneynique mane yall nicca crazi af wiz old shit got nicca bitin style n errthan
1,  chatt nicca love doin dat brah
1, lol hell ya dey think nicca der roadrunnin
1, bitch yu safe 
1,drslaten view hacker level shoplift  bitch slap lake held drown harsh yeah hate
1,dsarrog hgshit bet pull leas  bitch 
1, justdavilaa   look ur avi u fag
1, inwardforfun bitch denni
1, bitch dont b hypocrit
1, cuz gunna smoke u today u bitch tho
1, see gill green bitch ass didnt help get school either yall still tournament
1, theonemissluu niggah though daniel lol
1, poop  see im go ghetto talk wtf
1,dadamnbon  im finna dm pic bruh hoe funni
1,dajetlyf nicca
1,dajetlyf yall nicca spark
2,darealalexinla  wasnt train gook boy doe
0,darealalexinla woodyafc  nig fun watch got admit ebola boy speak broken spanish lol
1,daaboyrel sluttyboykush keemescobar bitch
1,dallyjackson im hoe
1,daltonryann parkati  guess dumb bitch need drink time place fuck someon haha
1,daltonryann lay bed bout pass  gonna bitch
1,damianhuffak haha kiddin ya get fag taylerhatesyou come well go fishin shit
2,damianhuffak trash
1,damiergenesi pull bulbasuar know im bout make yo girl pussi sore
1,damonethedon bitch got blood dat hang la
1,damontda natemurdoch   oandapest fuck lil bitch prolli gotta lil dick
1, gotta keep bitch check
2,danwolken idiot opinion like make poll less trash poll werent problem peopl integr vote
0,dangitstiff look like fuck shrek bitch
1,danicim choke bread bitch
1,danieldavidle xoxoshima ya girl slimi ass hoe get control tell stop spray bullshit mouth day
1, hell na  hes honki brah
0,danielsizelov conradmlg get cunt
1,danielsizelov pussi
1,daniellaparella wuz make general statement ive never call u bitch
2,  hes still pogu though
2,dannycavanaghavail onlin soon didnt enough get anathema merch cracker need u
1,daretnzr know hoe aint right
0,dariendaywalt bitch shut fuck goddam slut bitch whore nigga
0,darienbabyxoxo jk id fuck dog befor fuck fish pussi
1,darienbabyxoxo ya cant becaus real account dumb bitch go wam fuck bitch
1,darkliquanigga nigga grow ball concentr pussi
2, show fairi block hajihuntingpat paulsmitheringa  jewjitsugrl  
2, xcntrik religul chrispyosh rather believ man veri definit good u mock
1,darthmaxwel dude piss look fuck die least im yoke 
1,darthsnuff id sell anyth peopl buy high prostitut think pussi sell
0,datboyrayt becaus support lesbian support faggot differ
1,datboyrayt bitch ass nigga rico 
1,daveswerv awe boy shirt tight bitch avi polo man turnt wrestler fat ass lil boy
1,daveswerv boy look like slave hoe
1,daveswerv lmaoooo middl school knock pussi earring shirt french toast
1,davethegaybabi problem rememb quirk real bitch
2,davethewave giant trashtheir time
1, come hoe
1, perfect smoke weather haha bro aint even hood yet alreadi got hoe tri say town
0, hoe shit bro rt  better rn nigga high
2,davidhesq well dirti bird could middl finger sinc phallic give bird necessarili wobblewibbl
1,davidhunninck bitch eh hahah
1,deadjak cant stand peopl get fuck amp especi whini bitch even get scare
2,dearionbasedgod kendrick better papoos drake
1,dearionbasedgod nigga fuck plano school go hard bitch way better richardson
2,dejloaf mixtap sell sole got banger
1,debsflpx lucki sensibl ive never fag drug im pleas statist yes beer
2,decimateix cant even spell right brain ape
1,decodnlyf lupefiasco larellj anoth black man doe anyth onc monkey alway monkey chicago idiot
1, idk  gotta think caus bitch small shit
1, ugli ass pictur thank bitch
1,deeharri might one dont bitch
1, fuckwatyuhherrd couldnt care less bitch
1,deemayweath fck dem bitch alway got sum shit wit
1,deerayfresh  pussi amp 
1,deeiigge hey bitch gonna talk shit tag quit bitch fuck car caus wont hold air dumbass
0,deeznutsdo id hate feel like faggot punk ass hoe
0,deeznutsdo wash butthol tongu littl faggot
1,deeznutsdo shut mouth littl fuckin bitch
1,deeznutsdo dirti littl bitch
0,defendwallst whatev fuck asshol theyr nigger look alik
0,defendwallst littl isi faggot usual bag head anyway make bullet placement interest thru scope
1,definemee lol tell dat white bitch said hey
1,deliaparedez rikkilove   theonemissluu ramonapilar im come bitch
1,demlipstho u knw homi show bitch love
2,derekisnorm rt crappyfactsar mcrib bun contain chemic azodicarbonamid also use make yoga mat amp sole shoe
0,  
1,derringereagl ur mom pussi die slow death well good compani virgin
0,destrothenobl nekolin purpl amp pinkfor faggot want protectedbi polic instead bear arm need
1,detroitch bitch like mean someth
1,detroitplay prettytreazur gotta atleast  call bitch lol
1,devilelyi fag
0,devilfzyq devilelyi tehdevilclan shut fag
2,devilgrimz iron hes trashcan becaus hold trash everytim two cuddl burn
1,dezzzybo lol nigga real retard
1,dgkadriann shes bad bitch
1,dickdankstard smile like retard kid took till like  grade befor learn natur smile
1,dietcarmel jlewyvill  idgaf man fuck hoe  nice look aint
2, ill show chug beer 
1,diggyrozay onli bitch stay loyal  keeper bro
1,diggztblb  bitch 
1,dignifiedpur lmaooo  black fag whi misread im block
1, thank littl fag 
1,diishaidiamond lmao yesterday  hoe cute af lol
1,dimelouxaoh keep hoe happi
1,dimitricrossin bitch ass
2,dinolich dont yell love evolutionari line claudiavic despis trash buddi
1,dionprimo soul depart trainther soul musicjust hunger bitchesmoney fame
1,dirkalis balkanmad dude quit hyposhit bitch ran downstair cryingbeg tell anyon
1,dirrttyydan lmaoo phone autocorrect like bitch
1,dirtyeaffili love juggl around love fast life im sure hes alreadi grind amcon hoe well
2, cheefpolo hoe hoe hoe merri christma
1,dividendmast obama bitch speech pure polit mid term onli way destroy isi troop ground
1,dizzybala jameswinfield hey dont diss basketbal hoe
1,dizzybala jmattear awww dis sellout nigguh still talk
2,dizzybala god aw dude dorian  eggplant black
1,dizzybala man get around lot bunch hoe
1,dizzybala whoa call cunt
0,djchubbeswagg like retard wutang clan
1, club ho 
1,doitlikejay  yasss bitch yassss deserv drake voic 
2,doemostdop  johnniego ha booner twitter  ha
0,dolangang bean u beaner
0,dolangang wouldnt know fag
2,dolfyadolf yall got betta machineri fo dat hanger ghetto
1,domizdop lmao ive alway want skibust ass im innat hoe fit
1,domworldpeac oh nab def easi may know believ im legendari curv pussi lol guilti pleasur
2,donlemoncnn danabashcnn u sorri give racist sentedcruz platform w trash languag dana ur intvw kindergarten level
0,donnerkay surlyreven enrag   lb mike brown lethal weapon legshi hatr  polic amp whitey ad fuel  arsenal
1, lol shid got one boy ass lone bitch cuf aint ya
1,dopeboypollo  wassup pussi
1,dopekorean lmfao put twitter see fat bitch
1,doubleaiv watch bitch nigga u gonna want whole team dead
